car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_band,km_band,price_lakh
Hyundai i20,Hyundai,i20,5,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,630000,3-5 years,50-100K,6.3
Honda City,Honda,City,7,170000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000,6-8 years,150K+,6.0
Hyundai Grand,Hyundai,Grand,2,6000,Dealer,Petrol,Manual,18.9,1197,81.86,5,576000,0-2 years,0-20K,5.76
Honda Amaze,Honda,Amaze,2,17000,Dealer,Petrol,Manual,19.5,1199,88.76,5,595000,0-2 years,0-20K,5.95
Hyundai i20,Hyundai,i20,7,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,6-8 years,20-50K,5.5
Jaguar XF,Jaguar,XF,6,20000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,3500000,6-8 years,0-20K,35.0
Maruti Swift Dzire,Maruti,Swift Dzire,6,87194,Dealer,Diesel,Manual,28.4,1248,74.02,5,575000,6-8 years,50-100K,5.75
Renault KWID,Renault,KWID,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,380000,0-2 years,0-20K,3.8
Mahindra Bolero,Mahindra,Bolero,9,53270,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000,9-12 years,50-100K,5.5
Mahindra Bolero,Mahindra,Bolero,7,80000,Individual,Diesel,Manual,15.96,2523,63.0,9,465000,6-8 years,50-100K,4.65
Volkswagen Polo,Volkswagen,Polo,6,41953,Dealer,Petrol,Automatic,17.21,1197,103.6,5,670000,6-8 years,20-50K,6.7
Ford Ecosport,Ford,Ecosport,6,49199,Dealer,Diesel,Manual,22.77,1498,98.59,5,650000,6-8 years,20-50K,6.5
Maruti Swift Dzire,Maruti,Swift Dzire,4,56352,Dealer,Diesel,Automatic,28.4,1248,74.02,5,750000,3-5 years,50-100K,7.5
Honda Amaze,Honda,Amaze,2,12000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000,0-2 years,0-20K,6.7
Hyundai i20,Hyundai,i20,3,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,598000,3-5 years,0-20K,5.98
Ford Figo,Ford,Figo,6,44566,Dealer,Diesel,Manual,25.83,1498,99.0,5,580000,6-8 years,20-50K,5.8
Honda WR-V,Honda,WR-V,4,59934,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000,3-5 years,50-100K,8.5
Datsun RediGO,Datsun,RediGO,3,1830,Dealer,Petrol,Manual,22.7,799,53.64,5,360000,3-5 years,0-20K,3.6
Maruti Alto,Maruti,Alto,4,25000,Individual,Petrol,Manual,24.7,796,47.3,5,250000,3-5 years,20-50K,2.5
Maruti Swift,Maruti,Swift,10,79815,Dealer,Diesel,Manual,28.4,1248,74.0,5,400000,9-12 years,50-100K,4.0
Toyota Fortuner,Toyota,Fortuner,11,140000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1150000,9-12 years,100-150K,11.5
Maruti Swift,Maruti,Swift,4,45000,Dealer,Petrol,Manual,16.1,1197,85.0,5,568000,3-5 years,20-50K,5.68
Hyundai i20,Hyundai,i20,11,60000,Individual,Petrol,Manual,17.0,1197,80.0,5,350000,9-12 years,50-100K,3.5
Mahindra Scorpio,Mahindra,Scorpio,8,79000,Dealer,Diesel,Manual,12.05,2179,120.0,8,775000,6-8 years,50-100K,7.75
Ford Figo,Ford,Figo,9,37453,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000,9-12 years,20-50K,3.35
Toyota Innova,Toyota,Innova,4,85000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1650000,3-5 years,50-100K,16.5
Maruti Ciaz,Maruti,Ciaz,5,86000,Dealer,Diesel,Manual,28.09,1248,88.5,5,640000,3-5 years,50-100K,6.4
Hyundai Grand,Hyundai,Grand,7,53000,Dealer,Diesel,Manual,24.0,1120,70.0,5,480000,6-8 years,50-100K,4.8
Hyundai Verna,Hyundai,Verna,5,95321,Dealer,Diesel,Manual,23.9,1582,126.32,5,675000,3-5 years,50-100K,6.75
Maruti Ciaz,Maruti,Ciaz,6,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000,6-8 years,50-100K,6.5
Maruti Alto,Maruti,Alto,8,51203,Dealer,Petrol,Manual,20.92,998,67.1,5,280000,6-8 years,50-100K,2.8
Maruti Vitara,Maruti,Vitara,3,23900,Dealer,Diesel,Manual,24.3,1248,88.5,5,1000000,3-5 years,20-50K,10.0
Maruti Alto,Maruti,Alto,14,30000,Individual,Petrol,Manual,19.7,796,46.3,5,120000,13+ years,20-50K,1.2
Ford Ecosport,Ford,Ecosport,8,110000,Dealer,Diesel,Manual,22.7,1498,89.84,5,549000,6-8 years,100-150K,5.49
Hyundai i10,Hyundai,i10,12,84251,Dealer,Petrol,Automatic,19.2,1197,80.0,5,290000,9-12 years,50-100K,2.9
Tata Safari,Tata,Safari,9,67000,Individual,Diesel,Manual,11.57,2179,138.1,7,400000,9-12 years,50-100K,4.0
Toyota Innova,Toyota,Innova,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,7,2000000,3-5 years,50-100K,20.0
Mahindra Bolero,Mahindra,Bolero,3,55000,Individual,Diesel,Manual,15.96,2523,63.0,9,800000,3-5 years,50-100K,8.0
Ford Ecosport,Ford,Ecosport,4,28000,Individual,Petrol,Manual,17.0,1497,121.36,5,600000,3-5 years,20-50K,6.0
Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,487000,6-8 years,50-100K,4.87
Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,400000,3-5 years,50-100K,4.0
Hyundai i20,Hyundai,i20,8,63000,Dealer,Diesel,Manual,21.9,1396,88.76,5,460000,6-8 years,50-100K,4.6
Tata Safari,Tata,Safari,8,110000,Individual,Diesel,Manual,14.0,2179,138.1,7,500000,6-8 years,100-150K,5.0
Mini Cooper,Mini,Cooper,9,24000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1750000,9-12 years,20-50K,17.5
Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000,3-5 years,20-50K,3.8
Hyundai i20,Hyundai,i20,3,20773,Dealer,Petrol,Manual,18.6,1197,81.83,5,700000,3-5 years,20-50K,7.0
Maruti Alto,Maruti,Alto,6,30000,Individual,Petrol,Manual,22.74,796,47.3,5,255000,6-8 years,20-50K,2.55
Maruti Alto,Maruti,Alto,4,35668,Dealer,Petrol,Automatic,23.95,998,67.1,5,369000,3-5 years,20-50K,3.69
Ford Ecosport,Ford,Ecosport,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,581000,6-8 years,50-100K,5.81
Hyundai Grand,Hyundai,Grand,5,70000,Dealer,Diesel,Manual,24.0,1186,73.97,5,500000,3-5 years,50-100K,5.0
Maruti Swift Dzire,Maruti,Swift Dzire,4,79874,Dealer,Diesel,Automatic,28.4,1248,74.02,5,650000,3-5 years,50-100K,6.5
Maruti Swift,Maruti,Swift,8,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,451000,6-8 years,50-100K,4.51
Mahindra KUV,Mahindra,KUV,5,87500,Individual,Diesel,Manual,25.32,1198,77.0,6,350000,3-5 years,50-100K,3.5
Ford Figo,Ford,Figo,8,120000,Individual,Diesel,Manual,20.0,1399,68.1,5,230000,6-8 years,100-150K,2.3
Ford Aspire,Ford,Aspire,4,34996,Dealer,Petrol,Manual,19.4,1194,94.93,5,450000,3-5 years,20-50K,4.5
Maruti Swift,Maruti,Swift,3,60000,Individual,Diesel,Automatic,28.4,1248,74.0,5,650000,3-5 years,50-100K,6.5
Hyundai i10,Hyundai,i10,13,60000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,350000,13+ years,50-100K,3.5
Hyundai Grand,Hyundai,Grand,3,9095,Dealer,Petrol,Manual,18.9,1197,81.86,5,579000,3-5 years,0-20K,5.79
Tata Nexon,Tata,Nexon,3,19026,Dealer,Diesel,Manual,21.5,1497,108.5,5,1000000,3-5 years,0-20K,10.0
Maruti Ciaz,Maruti,Ciaz,4,34834,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000,3-5 years,20-50K,7.5
Hyundai i20,Hyundai,i20,4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,630000,3-5 years,20-50K,6.3
Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5,550000,3-5 years,20-50K,5.5
Maruti Alto,Maruti,Alto,2,85000,Individual,Petrol,Manual,24.7,796,47.3,5,330000,0-2 years,50-100K,3.3
Maruti Swift Dzire,Maruti,Swift Dzire,8,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,350000,6-8 years,50-100K,3.5
Hyundai i20,Hyundai,i20,9,155000,Individual,Diesel,Manual,21.9,1396,88.76,5,380000,9-12 years,150K+,3.8
Ford Ecosport,Ford,Ecosport,7,89755,Dealer,Diesel,Manual,22.7,1498,89.84,5,711000,6-8 years,50-100K,7.11
Hyundai i20,Hyundai,i20,9,40000,Individual,Diesel,Manual,21.27,1396,88.76,5,570000,9-12 years,20-50K,5.7
Tata Nexon,Tata,Nexon,4,43330,Dealer,Diesel,Manual,21.5,1497,108.5,5,830000,3-5 years,20-50K,8.3
Toyota Innova,Toyota,Innova,6,73000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1050000,6-8 years,50-100K,10.5
Volkswagen Vento,Volkswagen,Vento,10,60000,Dealer,Petrol,Automatic,14.4,1598,103.6,5,385000,9-12 years,50-100K,3.85
Volkswagen Polo,Volkswagen,Polo,11,70000,Individual,Diesel,Manual,19.7,1598,103.6,5,235000,9-12 years,50-100K,2.35
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,1198,Dealer,Petrol,Automatic,12.0,1991,184.0,5,5743000,3-5 years,0-20K,57.43
Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,700000,6-8 years,50-100K,7.0
Renault KWID,Renault,KWID,3,30941,Dealer,Petrol,Manual,23.01,999,67.0,5,354000,3-5 years,20-50K,3.54
Honda City,Honda,City,5,78123,Dealer,Petrol,Manual,17.8,1497,117.3,5,651000,3-5 years,50-100K,6.51
Hyundai Grand,Hyundai,Grand,3,6500,Individual,Petrol,Manual,18.9,1197,81.86,5,480000,3-5 years,0-20K,4.8
Hyundai Grand,Hyundai,Grand,7,70000,Dealer,Diesel,Manual,24.0,1120,70.0,5,440000,6-8 years,50-100K,4.4
Honda City,Honda,City,5,35000,Individual,Diesel,Manual,26.0,1498,98.6,5,1000000,3-5 years,20-50K,10.0
Hyundai Creta,Hyundai,Creta,5,96000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000,3-5 years,50-100K,11.0
Renault Duster,Renault,Duster,8,85405,Dealer,Diesel,Manual,19.01,1461,108.45,5,410000,6-8 years,50-100K,4.1
BMW 3,BMW,3,9,50000,Individual,Diesel,Automatic,16.07,1995,181.0,4,1100000,9-12 years,20-50K,11.0
Ford Figo,Ford,Figo,4,59819,Dealer,Petrol,Manual,18.16,1196,86.8,5,575000,3-5 years,50-100K,5.75
Honda WR-V,Honda,WR-V,4,6000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000,3-5 years,0-20K,8.25
Mahindra Bolero,Mahindra,Bolero,8,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000,6-8 years,50-100K,4.5
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,760000,3-5 years,20-50K,7.6
Maruti Alto,Maruti,Alto,1,1500,Individual,Petrol,Manual,22.05,796,47.3,5,350000,0-2 years,0-20K,3.5
Hyundai Grand,Hyundai,Grand,4,50000,Individual,Petrol,Automatic,18.9,1197,81.86,5,475000,3-5 years,20-50K,4.75
Hyundai i20,Hyundai,i20,9,115777,Dealer,Diesel,Manual,23.0,1396,90.0,5,475000,9-12 years,100-150K,4.75
Ford Figo,Ford,Figo,11,135000,Individual,Diesel,Manual,20.0,1399,68.0,5,160000,9-12 years,100-150K,1.6
Maruti Baleno,Maruti,Baleno,3,33000,Dealer,Petrol,Manual,21.01,1197,81.8,5,730000,3-5 years,20-50K,7.3
Skoda Rapid,Skoda,Rapid,3,52865,Dealer,Diesel,Automatic,21.66,1498,103.6,5,950000,3-5 years,50-100K,9.5
Maruti Swift Dzire,Maruti,Swift Dzire,3,82935,Dealer,Diesel,Manual,26.59,1248,74.0,5,750000,3-5 years,50-100K,7.5
Maruti Swift,Maruti,Swift,5,53000,Individual,Diesel,Manual,25.2,1248,74.0,5,610000,3-5 years,50-100K,6.1
Toyota Innova,Toyota,Innova,3,60000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1950000,3-5 years,50-100K,19.5
Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,970000,0-2 years,0-20K,9.7
Datsun GO,Datsun,GO,7,40000,Individual,Petrol,Manual,20.63,1198,67.0,5,200000,6-8 years,20-50K,2.0
Maruti Swift Dzire,Maruti,Swift Dzire,5,86000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000,3-5 years,50-100K,6.75
Skoda Rapid,Skoda,Rapid,5,51321,Dealer,Diesel,Automatic,21.66,1498,103.52,5,795000,3-5 years,50-100K,7.95
Honda Amaze,Honda,Amaze,6,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,510000,6-8 years,50-100K,5.1
Maruti Alto,Maruti,Alto,8,25000,Individual,CNG,Manual,30.46,796,47.3,5,220000,6-8 years,20-50K,2.2
Hyundai Grand,Hyundai,Grand,6,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000,6-8 years,0-20K,4.5
Volkswagen Vento,Volkswagen,Vento,6,68523,Dealer,Diesel,Manual,20.54,1598,103.6,5,495000,6-8 years,50-100K,4.95
Mahindra XUV500,Mahindra,XUV500,2,18000,Individual,Diesel,Manual,15.1,2179,152.87,7,1400000,0-2 years,0-20K,14.0
Ford Figo,Ford,Figo,6,35000,Individual,Petrol,Manual,15.6,1196,70.02,5,350000,6-8 years,20-50K,3.5
Maruti Celerio,Maruti,Celerio,3,25000,Individual,Petrol,Manual,23.1,998,67.04,5,460000,3-5 years,20-50K,4.6
Maruti Swift Dzire,Maruti,Swift Dzire,6,44842,Dealer,Diesel,Manual,28.4,1248,74.02,5,575000,6-8 years,20-50K,5.75
Hyundai Verna,Hyundai,Verna,9,80000,Individual,Diesel,Manual,22.32,1582,126.32,5,490000,9-12 years,50-100K,4.9
Maruti Alto,Maruti,Alto,6,76407,Dealer,Petrol,Manual,23.95,998,67.05,5,300000,6-8 years,50-100K,3.0
Tata Tiago,Tata,Tiago,3,25000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000,3-5 years,20-50K,4.0
BMW X1,BMW,X1,9,92000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1200000,9-12 years,50-100K,12.0
Hyundai Creta,Hyundai,Creta,5,24000,Individual,Petrol,Manual,15.29,1591,121.3,5,835000,3-5 years,20-50K,8.35
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,75000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1575000,9-12 years,50-100K,15.75
Maruti Swift Dzire,Maruti,Swift Dzire,6,74000,Dealer,Diesel,Manual,23.4,1248,74.0,5,550000,6-8 years,50-100K,5.5
Mahindra XUV500,Mahindra,XUV500,4,76000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1190000,3-5 years,50-100K,11.9
Tata Harrier,Tata,Harrier,1,10000,Individual,Diesel,Manual,17.0,1956,167.67,5,1228000,0-2 years,0-20K,12.28
Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,741000,3-5 years,20-50K,7.41
Maruti Alto,Maruti,Alto,3,5000,Individual,Petrol,Manual,23.95,998,67.05,5,350000,3-5 years,0-20K,3.5
Hyundai i20,Hyundai,i20,6,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,6-8 years,20-50K,5.5
Hyundai Santro,Hyundai,Santro,3,6752,Dealer,Petrol,Manual,20.3,1086,68.0,5,550000,3-5 years,0-20K,5.5
Maruti Alto,Maruti,Alto,2,12000,Dealer,Petrol,Manual,22.05,796,47.3,5,285000,0-2 years,0-20K,2.85
Hyundai i20,Hyundai,i20,4,70000,Individual,Diesel,Manual,21.19,1396,88.73,5,850000,3-5 years,50-100K,8.5
Datsun GO,Datsun,GO,5,60000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,3-5 years,50-100K,3.5
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,825000,3-5 years,0-20K,8.25
Maruti Swift,Maruti,Swift,6,63254,Dealer,Diesel,Manual,25.2,1248,74.0,5,575000,6-8 years,50-100K,5.75
Tata Tiago,Tata,Tiago,4,100000,Individual,Petrol,Manual,23.84,1199,84.0,5,300000,3-5 years,50-100K,3.0
Hyundai Venue,Hyundai,Venue,2,35000,Individual,Diesel,Manual,23.7,1396,88.76,5,980000,0-2 years,20-50K,9.8
Volvo S90,Volvo,S90,3,18000,Dealer,Diesel,Automatic,18.0,1969,190.0,5,4750000,3-5 years,0-20K,47.5
Volvo XC60,Volvo,XC60,9,124000,Dealer,Diesel,Automatic,14.7,1985,163.0,5,1400000,9-12 years,100-150K,14.0
Mahindra XUV500,Mahindra,XUV500,4,58574,Dealer,Diesel,Manual,16.0,2179,140.0,7,1090000,3-5 years,50-100K,10.9
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,65000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2100000,9-12 years,50-100K,21.0
Ford Ecosport,Ford,Ecosport,6,37000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,675000,6-8 years,20-50K,6.75
Maruti Swift,Maruti,Swift,9,58000,Individual,Petrol,Manual,18.6,1197,85.8,5,425000,9-12 years,50-100K,4.25
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000,3-5 years,0-20K,5.25
Tata Harrier,Tata,Harrier,2,17000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1695000,0-2 years,0-20K,16.95
BMW 3,BMW,3,6,56000,Dealer,Diesel,Automatic,19.59,1995,187.74,5,2675000,6-8 years,50-100K,26.75
Maruti Alto,Maruti,Alto,14,49251,Dealer,Petrol,Manual,19.7,796,46.3,5,175000,13+ years,20-50K,1.75
Mahindra Scorpio,Mahindra,Scorpio,7,66000,Dealer,Diesel,Manual,15.4,2179,120.0,8,1090000,6-8 years,50-100K,10.9
Maruti Celerio,Maruti,Celerio,5,30464,Dealer,Petrol,Automatic,23.1,998,67.04,5,469000,3-5 years,20-50K,4.69
Maruti Swift Dzire,Maruti,Swift Dzire,5,52000,Individual,Petrol,Manual,20.85,1197,83.14,5,550000,3-5 years,50-100K,5.5
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.06,5,400000,6-8 years,20-50K,4.0
Maruti Ciaz,Maruti,Ciaz,4,60000,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000,3-5 years,50-100K,6.5
Skoda Superb,Skoda,Superb,11,37900,Dealer,Petrol,Automatic,13.7,1798,157.75,5,845000,9-12 years,20-50K,8.45
BMW X3,BMW,X3,12,89791,Dealer,Diesel,Automatic,16.55,2993,258.0,5,1350000,9-12 years,50-100K,13.5
Hyundai i10,Hyundai,i10,11,64616,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000,9-12 years,50-100K,3.1
Hyundai i20,Hyundai,i20,5,50000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000,3-5 years,20-50K,6.5
Maruti Wagon R,Maruti,Wagon R,4,90000,Individual,Petrol,Manual,20.51,998,67.04,5,320000,3-5 years,50-100K,3.2
Maruti Swift Dzire,Maruti,Swift Dzire,4,90000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000,3-5 years,50-100K,7.0
Maruti S-Presso,Maruti,S-Presso,2,12000,Dealer,Petrol,Manual,21.7,998,67.0,5,400000,0-2 years,0-20K,4.0
Hyundai Grand,Hyundai,Grand,6,63471,Dealer,Diesel,Manual,24.0,1120,70.0,5,508000,6-8 years,50-100K,5.08
Ford Figo,Ford,Figo,11,81000,Dealer,Diesel,Manual,20.0,1399,68.0,5,180000,9-12 years,50-100K,1.8
Hyundai i20,Hyundai,i20,5,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000,3-5 years,100-150K,6.0
Mahindra KUV,Mahindra,KUV,5,38000,Dealer,Petrol,Manual,18.15,1198,82.0,6,555000,3-5 years,20-50K,5.55
Tata Safari,Tata,Safari,5,120000,Individual,Diesel,Manual,14.1,2179,147.94,7,900000,3-5 years,100-150K,9.0
Hyundai Verna,Hyundai,Verna,7,40000,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000,6-8 years,20-50K,6.25
Hyundai Creta,Hyundai,Creta,6,83563,Trustmark Dealer,Diesel,Automatic,17.01,1582,126.2,5,985000,6-8 years,50-100K,9.85
Maruti Swift Dzire,Maruti,Swift Dzire,3,54400,Dealer,Diesel,Manual,19.3,1248,73.9,5,580000,3-5 years,50-100K,5.8
Maruti Alto,Maruti,Alto,9,75000,Individual,Petrol,Manual,19.7,796,46.3,5,222000,9-12 years,50-100K,2.22
Toyota Innova,Toyota,Innova,11,142000,Dealer,Diesel,Manual,12.8,2494,102.0,8,780000,9-12 years,100-150K,7.8
Honda City,Honda,City,6,34235,Dealer,Petrol,Manual,17.8,1497,117.3,5,600000,6-8 years,20-50K,6.0
Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,330000,3-5 years,50-100K,3.3
Maruti Swift Dzire,Maruti,Swift Dzire,5,42037,Dealer,Diesel,Manual,28.4,1248,74.02,5,560000,3-5 years,20-50K,5.6
Mahindra Scorpio,Mahindra,Scorpio,14,113434,Dealer,Diesel,Manual,12.7,2609,116.6,8,310000,13+ years,100-150K,3.1
Renault KWID,Renault,KWID,5,60000,Individual,Petrol,Manual,25.17,799,53.3,5,276000,3-5 years,50-100K,2.76
Honda Amaze,Honda,Amaze,7,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000,6-8 years,50-100K,4.25
Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,889000,3-5 years,20-50K,8.89
Maruti Swift,Maruti,Swift,8,50000,Dealer,Petrol,Manual,18.6,1197,85.8,5,475000,6-8 years,20-50K,4.75
Hyundai Santro,Hyundai,Santro,12,57313,Dealer,Petrol,Manual,17.92,1086,62.1,5,275000,9-12 years,50-100K,2.75
Ford Figo,Ford,Figo,8,45788,Dealer,Diesel,Manual,20.0,1399,68.0,5,240000,6-8 years,20-50K,2.4
Hyundai i10,Hyundai,i10,11,75000,Dealer,Petrol,Manual,19.81,1086,68.05,5,270000,9-12 years,50-100K,2.7
Tata Tigor,Tata,Tigor,3,80000,Individual,Petrol,Manual,20.3,1199,84.0,5,450000,3-5 years,50-100K,4.5
Maruti Ciaz,Maruti,Ciaz,4,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,800000,3-5 years,20-50K,8.0
Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,21.0,1498,74.96,7,545000,3-5 years,50-100K,5.45
Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Petrol,Manual,22.0,1197,81.8,5,800000,3-5 years,50-100K,8.0
Toyota Innova,Toyota,Innova,8,120000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000,6-8 years,100-150K,10.0
Honda Amaze,Honda,Amaze,2,8000,Dealer,Petrol,Manual,18.6,1199,88.76,5,675000,0-2 years,0-20K,6.75
Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,23.01,999,67.0,5,420000,3-5 years,0-20K,4.2
Toyota Innova,Toyota,Innova,11,130000,Individual,Diesel,Manual,12.8,2494,102.0,7,600000,9-12 years,100-150K,6.0
Ford Figo,Ford,Figo,10,45452,Dealer,Petrol,Manual,15.6,1196,70.0,5,175000,9-12 years,20-50K,1.75
Mahindra Bolero,Mahindra,Bolero,4,100000,Individual,Diesel,Manual,16.5,1493,70.0,7,710000,3-5 years,50-100K,7.1
Honda Amaze,Honda,Amaze,3,10000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,800000,3-5 years,0-20K,8.0
Volkswagen Vento,Volkswagen,Vento,7,62543,Dealer,Petrol,Manual,16.09,1598,103.2,5,621000,6-8 years,50-100K,6.21
Maruti Ciaz,Maruti,Ciaz,4,50000,Individual,Petrol,Automatic,19.12,1373,91.1,5,780000,3-5 years,20-50K,7.8
Maruti Alto,Maruti,Alto,11,107000,Individual,Petrol,Manual,20.92,998,67.1,5,230000,9-12 years,100-150K,2.3
Maruti Swift,Maruti,Swift,12,72546,Dealer,Petrol,Manual,16.1,1298,88.2,5,295000,9-12 years,50-100K,2.95
Renault KWID,Renault,KWID,3,8977,Dealer,Petrol,Automatic,24.04,999,67.0,5,490000,3-5 years,0-20K,4.9
BMW X1,BMW,X1,3,28000,Dealer,Diesel,Automatic,20.68,1995,188.0,5,3300000,3-5 years,20-50K,33.0
Hyundai Verna,Hyundai,Verna,9,56702,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000,9-12 years,50-100K,5.25
Toyota Innova,Toyota,Innova,6,90000,Individual,Diesel,Manual,12.99,2494,100.6,7,840000,6-8 years,50-100K,8.4
BMW 5,BMW,5,6,28000,Dealer,Diesel,Automatic,14.69,2993,258.0,5,3900000,6-8 years,20-50K,39.0
Honda Jazz,Honda,Jazz,4,31000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,745000,3-5 years,20-50K,7.45
Volkswagen Polo,Volkswagen,Polo,6,117089,Dealer,Diesel,Manual,20.14,1498,88.8,5,450000,6-8 years,100-150K,4.5
Hyundai i20,Hyundai,i20,4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,3-5 years,20-50K,6.25
Maruti Alto,Maruti,Alto,9,21001,Dealer,Petrol,Manual,20.92,998,67.1,5,265000,9-12 years,20-50K,2.65
Volkswagen Vento,Volkswagen,Vento,6,49700,Dealer,Petrol,Manual,15.04,1598,103.2,5,620000,6-8 years,20-50K,6.2
Ford Ecosport,Ford,Ecosport,5,175000,Individual,Diesel,Manual,22.77,1498,98.59,5,680000,3-5 years,150K+,6.8
Maruti Alto,Maruti,Alto,4,30903,Dealer,Petrol,Manual,23.95,998,67.05,5,377000,3-5 years,20-50K,3.77
Maruti Swift Dzire,Maruti,Swift Dzire,4,60500,Individual,Diesel,Manual,19.3,1248,73.9,5,620000,3-5 years,50-100K,6.2
Honda City,Honda,City,4,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,950000,3-5 years,20-50K,9.5
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Manual,18.9,1197,82.0,5,475000,6-8 years,20-50K,4.75
Maruti Swift Dzire,Maruti,Swift Dzire,6,35000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000,6-8 years,20-50K,5.2
Mahindra Bolero,Mahindra,Bolero,3,35000,Individual,Diesel,Manual,16.5,1493,70.0,7,800000,3-5 years,20-50K,8.0
Mahindra XUV500,Mahindra,XUV500,7,145000,Individual,Diesel,Manual,15.1,2179,140.0,7,750000,6-8 years,100-150K,7.5
Hyundai Santro,Hyundai,Santro,11,120000,Individual,LPG,Manual,17.8,1086,63.0,5,134000,9-12 years,100-150K,1.34
Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,9-12 years,100-150K,2.5
